X_Minimum;X_Maximum;X_Rank;Y_Minimum;Y_Maximum;Y_Rank;Pixels_Areas;X_Perimeter;Y_Perimeter;Sum_of_Luminosity;Minimum_of_Luminosity;Maximum_of_Luminosity;Luminosity_Rank;Length_of_Conveyer;TypeOfSteel_A300;TypeOfSteel_A400;Steel_Plate_Thickness;Edges_Index;Empty_Index;Square_Index;Outside_X_Index;Edges_X_Index;Edges_Y_Index;Outside_Global_Index;LogOfAreas;Log_X_Index;Log_Y_Index;Orientation_Index;Luminosity_Index;SigmoidOfAreas;Class
39;216;177;2648545;2648612;67;6309;269;140;660758;45;127;82;1358;0;1;40;574;468;3785;1303;658;4786;0;38;2248;18261;-6215;-1818;1;0
39;216;177;2662735;2662807;72;6664;328;172;690169;33;124;91;1358;0;1;40;574;4771;4068;1303;5396;4186;0;38237;2248;18573;-5932;-1909;1;0
41;218;177;2698232;2698294;62;6327;275;148;660291;40;126;86;1358;0;1;40;604;4235;3503;1303;6436;4189;0;38012;2248;17924;-6497;-1847;1;0
41;216;175;2708878;2708939;61;6298;275;134;654634;42;126;84;1358;0;1;40;604;41;3486;1289;6364;4552;0;37992;2243;17853;-6514;-1879;1;0
39;212;173;2730163;2730230;67;6108;299;149;635284;40;125;85;1356;0;1;40;575;473;3873;1276;5786;4497;0;37859;2238;18261;-6127;-1874;1;0
41;213;172;2740809;2740889;80;6532;356;186;685717;43;134;91;1358;0;1;40;604;5253;4651;1267;4832;4301;0;3815;22355;19031;-5349;-1799;1;0
37;212;175;2751455;2751522;67;6280;324;184;654471;40;124;84;1358;0;1;40;545;4644;3829;1289;5401;3641;0;3798;2243;18261;-6171;-1858;1;0
147;180;33;2765714;2765730;16;251;41;25;30451;115;132;17;1358;0;1;40;2165;5246;4848;243;8049;64;0;23997;15185;12041;-5152;-522;8183;0
39;212;173;2776296;2776362;66;6172;263;143;648030;39;126;87;1358;0;1;40;574;4595;3815;1274;6578;4615;0;37904;2238;18195;-6185;-1797;1;0
39;212;173;2786940;2787008;68;5969;300;154;622528;42;126;84;1358;0;1;40;574;4926;3931;1274;5767;4416;0;37759;2238;18325;-6069;-1852;1;0
39;216;177;2797592;2797652;60;5846;323;149;608295;44;127;83;1358;0;1;40;574;4495;339;1303;548;4027;0;37669;2248;17781;-661;-1871;1;0
149;183;34;2811847;2811861;14;219;43;21;26683;109;134;25;1358;0;1;40;2194;5399;4118;25;7907;6667;0;23404;15315;11461;-5882;-481;761;0
37;212;175;2829521;2829590;69;6426;275;134;668126;37;119;82;1356;0;1;40;546;4678;3943;1291;6364;5149;0;38079;2243;18389;-6057;-1877;1;0
41;218;177;2840169;2840236;67;6503;264;135;677593;40;124;84;1358;0;1;40;604;4516;3785;1303;6704;4963;0;38131;2248;18261;-6215;-186;1;0
39;216;177;2854357;2854430;73;6450;276;143;669129;43;119;76;1358;0;1;40;574;5008;4124;1303;6413;5105;0;38096;2248;18633;-5876;-1895;1;0
39;213;174;2875657;2875730;73;6282;330;175;659881;41;134;93;1356;0;1;40;575;5054;4195;1283;5273;4171;0;37981;22406;18633;-5805;-1794;1;0
39;214;175;2886302;2886367;65;6182;295;138;635475;42;124;82;1356;0;1;40;575;4565;3714;1291;5932;471;0;37911;2243;18129;-6286;-1969;1;0
41;214;173;2896951;2897015;64;6509;274;139;682403;41;126;85;1358;0;1;40;604;4121;3699;1274;6314;4604;0;38135;2238;18062;-6301;-1809;1;0
41;216;175;2943077;2943144;67;6882;274;131;723207;48;124;76;1358;0;1;40;604;413;3829;1289;6387;5114;0;38377;2243;18261;-6171;-179;1;0
41;216;175;2957266;2957336;70;6653;302;155;693100;42;124;82;1358;0;1;40;604;4569;4;1289;5795;4516;0;3823;2243;18451;-6;-1861;1;0
147;172;25;2975077;2975090;13;170;28;14;20714;114;132;18;1356;0;1;40;2168;4769;52;184;8929;9286;0;22304;13979;11139;-48;-481;5378;0
41;216;175;2985655;2985724;69;7003;252;138;734568;40;127;87;1356;0;1;40;605;42;3943;1291;6944;5;0;38453;2243;18389;-6057;-1805;1;0
39;215;176;3003398;3003466;68;6570;274;141;685255;40;119;79;1356;0;1;40;575;451;3864;1298;6423;4823;0;38176;22455;18325;-6136;-1851;1;0
41;213;172;4348250;4348321;71;6137;284;145;649137;48;125;77;1356;0;1;40;605;4975;4128;1268;6056;4897;0;3788;22355;18513;-5872;-1736;1;0
41;221;180;4358896;4358964;68;6294;289;160;661448;43;124;81;1358;0;1;40;604;4858;3778;1326;6228;425;0;37989;22553;18325;-6222;-179;1;0
41;211;170;4373092;4373158;66;6318;286;159;667465;46;126;80;1356;0;1;40;605;4369;3882;1254;5944;4151;0;38006;22304;18195;-6118;-1746;1;0
41;210;169;4383746;4383803;57;5499;298;138;581466;43;125;82;1358;0;1;40;604;4291;3373;1244;5671;413;0;37403;22279;17559;-6627;-1739;1;0
41;209;168;4401486;4401544;58;5533;288;155;584291;43;126;83;1356;0;1;40;605;4322;3452;1239;5833;3742;0;3743;22253;17634;-6548;-175;1;0
41;212;171;4419228;4419287;59;6175;266;144;652005;46;127;81;1358;0;1;40;604;388;345;1259;6429;4097;0;37906;2233;17708;-655;-1751;1;0
41;210;169;4440514;4440576;62;5688;303;154;598976;43;125;82;1356;0;1;40;605;4572;3669;1246;5578;4026;0;3755;22279;17924;-6331;-1773;1;0
41;209;168;4639210;4639275;65;5828;296;169;618846;48;126;78;1358;0;1;40;604;4663;3869;1237;5676;3846;0;37655;22253;18129;-6131;-1704;1;0
41;206;165;4649858;4649920;62;5814;262;137;617639;44;127;83;1358;0;1;40;604;4317;3758;1215;6298;4525;0;37645;22175;17924;-6242;-17;1;0
41;211;170;4703077;4703142;65;5830;289;158;614756;44;125;81;1356;0;1;40;605;4724;3823;1254;5882;4114;0;37657;22304;18129;-6176;-1762;1;0
84;214;130;7261606;7261658;52;4080;188;91;435821;64;127;63;1358;0;1;40;1237;3965;4;957;6915;5714;0;36107;21139;1716;-6;-1655;1;0
85;209;124;7275798;7275852;54;4239;150;76;456305;65;127;62;1358;0;1;40;1252;3669;4355;913;8267;7105;0;36273;20934;17324;-5645;-159;1;0
41;209;168;7300641;7300696;55;4788;257;136;516343;63;127;64;1360;0;1;40;603;4818;3274;1235;6537;4044;0;36802;22253;17404;-6726;-1575;1;0
79;217;138;7307739;7307792;53;4417;176;89;477354;68;127;59;1358;0;1;40;1164;3961;3841;1016;7841;5955;0;36451;21399;17243;-6159;-1557;1;0
80;210;130;7318386;7318440;54;4071;177;99;439881;56;127;71;1360;0;1;40;1177;4201;4154;956;7345;5454;0;36097;21139;17324;-5846;-1558;1;0
86;215;129;7325485;7325536;51;4346;163;89;473046;65;127;62;1360;0;1;40;1265;3394;3954;949;7914;573;0;36381;21106;17076;-6047;-1496;1;0
89;217;128;7612933;7612982;49;3961;175;99;431127;66;127;61;1360;0;1;40;1309;3685;3828;941;7314;4949;0;35978;21072;16902;-6172;-1497;1;0
83;202;119;7655518;7655567;49;3455;157;86;373412;67;127;60;1360;0;1;40;1221;4075;4118;875;758;5698;0;35385;20756;16902;-5882;-1556;1;0
68;206;138;7754878;7754931;53;4396;179;100;474761;68;127;59;1358;0;1;40;1001;399;3841;1016;771;53;0;36431;21399;17243;-6159;-1563;1;0
64;203;139;7765518;7765576;58;4364;185;108;479531;74;132;58;1360;0;1;40;941;4587;4173;1022;7513;537;0;36399;2143;17634;-5827;-1415;1;0
61;213;152;7783272;7783320;48;3824;157;95;417036;73;127;54;1362;0;1;40;896;4759;3158;1116;9682;5053;0;35825;21818;16812;-6842;-148;1;0
87;211;124;7797464;7797516;52;3900;203;90;425840;71;127;56;1360;0;1;40;1279;3952;4193;912;6108;5778;0;35911;20934;1716;-5806;-147;1;0
73;213;140;7818756;7818807;51;3876;185;102;419968;70;127;57;1358;0;1;40;1075;4571;3643;1031;7568;5;0;35884;21461;17076;-6357;-1535;1;0
3;776;773;19000;19123;123;14386;851;424;1445817;27;124;97;1358;0;1;50;44;8487;1591;5692;9083;2901;0;41579;28882;20899;-8409;-2148;1;0
2;226;224;29657;29792;135;16052;805;400;1594353;26;126;100;1358;0;1;50;3;4692;6027;1649;2783;3375;0;42055;23503;21303;-3973;-224;1;0
0;224;224;40322;40447;125;13349;740;356;1328712;29;124;95;1358;0;1;50;0;5232;558;1649;3027;3511;0;41255;23503;20969;-442;-2224;1;0
1;250;249;115072;115195;123;15650;943;539;1732196;23;140;117;1378;0;1;40;14;489;494;1807;2641;2282;0;41945;23962;20899;-506;-1353;1;0
13;871;858;139939;140094;155;15208;861;501;1741571;22;143;121;1378;0;1;40;189;8856;1806;6226;9965;3094;0;41821;29335;21903;-8194;-1053;1;0
203;342;139;55774;55824;50;3333;173;87;246531;35;95;60;1666;0;1;40;2437;5204;3597;834;8035;5747;0;35228;2143;1699;-6403;-4221;1;0
238;354;116;87744;87794;50;3288;191;114;260660;36;103;67;1664;0;1;40;2861;4331;431;697;6073;4386;0;35169;20645;1699;-569;-3807;1;0
233;345;112;98402;98450;48;3340;169;93;265172;35;103;68;1670;0;1;40;279;3787;4286;671;6627;5161;0;35238;20492;16812;-5714;-3797;1;0
215;340;125;109058;109106;48;3630;173;100;292575;35;108;73;1666;0;1;40;2581;395;384;75;7225;48;0;35599;20969;16812;-616;-3703;1;0
230;332;102;119716;119826;110;5665;405;216;499944;36;118;82;1666;0;1;40;2761;4951;9273;612;2519;5093;1;37532;20086;20414;727;-3105;1;0
225;346;121;130372;130421;49;3228;166;89;260241;38;103;65;1670;0;1;40;2695;4556;405;725;7289;5506;0;35089;20828;16902;-595;-3702;1;0
250;373;123;3629947;3630060;113;6114;320;197;633741;40;134;94;1666;0;1;40;3001;5601;9187;738;3844;5736;0;37863;20899;20531;-813;-1902;1;0
243;370;127;3658370;3658511;141;7639;462;260;819375;40;135;95;1666;0;1;40;2917;5734;9007;762;2749;5423;1;3883;21038;21492;993;-162;1;0
241;360;119;3711661;3711800;139;7080;492;293;773694;43;140;97;1666;0;1;40;2893;572;8561;714;2419;4744;1;385;20756;2143;1439;-1463;1;0
836;878;42;2150529;2150756;227;5390;297;258;635678;9;143;134;1362;0;1;40;7107;4347;185;308;1414;8798;1;37316;16233;2356;815;-786;1;0
414;438;24;2887460;2887476;16;263;29;17;30104;87;134;47;1358;0;1;40;6097;3151;6667;177;8276;9412;0;242;13802;12041;-3333;-1058;633;0
;;0;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;
1325;1339;14;30207;30238;31;268;29;31;25809;79;124;45;1353;0;1;120;207;3825;4516;104;4828;1;1;24281;11461;14914;5484;-2476;7065;1
1;16;15;55572;55629;57;370;48;62;39293;27;119;92;1353;0;1;120;15;5673;2632;111;3125;9194;1;25682;11761;17559;7368;-1703;9755;1
1323;1333;10;68445;68506;61;330;48;61;33449;90;119;29;1353;0;1;120;296;459;1639;74;2083;1;1;25185;1;17853;8361;-2081;8861;1
1324;1333;9;75642;75681;39;207;25;39;21354;93;124;31;1353;0;1;120;296;4103;2308;66;36;1;1;2316;9542;15911;7692;-1941;5805;1
1324;1335;11;97132;97213;81;594;55;81;61608;93;125;32;1353;0;1;120;266;3333;1358;81;2;1;1;27738;10414;19085;8642;-1897;9806;1
50;71;21;143784;143858;74;578;73;90;67901;100;132;32;1353;0;1;120;739;6281;2838;155;2877;8222;1;27619;13222;18692;7162;-822;9998;1
828;836;8;128854;128981;127;788;78;127;83011;86;125;39;1687;0;1;50;9816;2244;63;47;1026;1;1;28965;9031;21038;937;-177;9915;1
1324;1330;6;1543653;1543689;36;145;23;36;16920;108;127;19;1352;0;1;40;325;3287;1667;44;2609;1;1;21614;7782;15563;8333;-884;3601;1
1325;1332;7;1564451;1564476;25;97;19;25;11608;111;133;22;1354;0;1;40;325;4457;28;52;3684;1;1;19868;8451;13979;72;-651;2998;1
1326;1333;7;1581921;1581956;35;139;27;35;16441;110;132;22;1354;0;1;40;31;4326;2;52;2593;1;1;2143;8451;15441;8;-759;4057;1
1325;1332;7;1599135;1599173;38;175;30;38;21073;111;133;22;1354;0;1;40;325;3421;1842;52;2333;1;1;2243;8451;15798;8158;-592;4399;1
1327;1332;5;1647908;1647954;46;144;20;47;17271;110;132;22;1354;0;1;40;325;3739;1087;37;25;9787;1;21584;699;16628;8913;-63;3819;1
1330;1334;4;1668998;1669028;30;73;15;30;8549;109;127;18;1358;0;1;40;353;3917;1333;3;2667;1;1;18633;6021;14771;8667;-851;2288;1
1329;1334;5;1682919;1682947;28;89;16;28;10584;110;134;24;1356;0;1;40;325;3643;1786;37;3125;1;1;19494;699;14472;8214;-709;2532;1
1327;1332;5;1738096;1738114;18;72;15;18;8542;111;132;21;1358;0;1;40;383;2;2778;37;3333;1;1;18573;699;12553;7222;-731;1954;1
1328;1334;6;1772580;1772598;18;64;14;19;7486;111;126;15;1358;0;1;40;353;4074;3333;44;4286;9474;1;18062;7782;12553;6667;-862;215;1
1302;1308;6;2369532;2369561;29;115;18;29;14260;115;135;20;1352;0;1;40;651;3391;2069;44;3333;1;1;20607;7782;14624;7931;-313;2984;1
1315;1321;6;2396372;2396392;20;58;15;20;7385;116;141;25;1352;0;1;40;459;5167;3;44;4;1;1;17634;7782;1301;7;-52;2288;1
1310;1316;6;2413168;2413186;18;60;16;19;7112;110;127;17;1352;0;1;40;532;4444;3333;44;375;9474;1;17781;7782;12553;6667;-74;215;1
1430;1466;36;5851552;5851560;8;134;47;13;17217;114;143;29;1650;1;0;69;223;5347;2222;218;766;6154;0;21271;15563;9031;-7778;38;4763;1
1357;1373;16;5877663;5877670;7;52;20;8;6616;116;143;27;1652;1;0;69;3378;5357;4375;97;8;875;0;1716;12041;8451;-5625;-6;2195;1
1427;1455;28;5897947;5897955;8;123;29;13;15711;117;141;24;1652;1;0;69;2385;4509;2857;17;9655;6154;0;20899;14472;9031;-7143;-21;3725;1
1421;1448;27;5921344;5921348;4;81;28;9;10329;113;141;28;1650;1;0;69;2448;25;1481;164;9643;4444;0;19085;14314;6021;-8518;-38;215;1
1417;1437;20;5948468;5948472;4;56;26;6;7143;116;140;24;1652;1;0;69;2603;3;2;121;7692;6667;0;17482;1301;6021;-8;-35;1852;1
1373;1395;22;5971611;5971616;5;68;24;9;8685;115;143;28;1650;1;0;69;3091;3818;2273;133;9167;5556;0;18325;13424;699;-7727;-22;2173;1
1444;1457;13;5996730;5996739;9;79;19;11;10188;116;140;24;1648;1;0;69;2318;3248;6923;79;6842;8182;0;18976;11139;9542;-3077;75;2253;1
63;86;23;6245624;6245776;152;2028;129;157;188767;28;140;112;1696;1;0;69;743;4199;1513;136;1783;9682;1;33071;13617;21818;8487;-2728;1;1
123;132;9;785268;785285;17;78;15;17;11382;129;157;28;1658;1;0;143;1484;4902;5294;54;6;1;1;18921;9542;12305;4706;14;2699;1
625;631;6;1934306;1934337;31;127;19;31;13897;99;125;26;1364;0;1;100;9164;3172;1936;44;3158;1;1;21038;7782;14914;8065;-1451;3154;1
625;635;10;1954598;1954686;88;540;57;88;60109;95;127;32;1364;0;1;100;9164;3864;1136;73;1754;1;1;27324;1;19445;8864;-1304;9792;1
625;636;11;1970774;1970877;103;716;74;103;80541;97;134;37;1364;0;1;100;9164;3681;1068;81;1487;1;1;28549;10414;20128;8932;-1212;9961;1
625;635;10;1981388;1981483;95;571;68;95;64701;98;135;37;1364;0;1;100;9164;399;1053;73;1471;1;1;27566;1;19777;8947;-1147;9869;1
625;636;11;1997356;1997506;150;1082;102;150;118721;94;132;38;1366;0;1;100;9151;3442;733;81;1078;1;1;30342;10414;21761;9267;-1428;9999;1
623;639;16;2003323;2003457;134;1004;99;134;125338;109;143;34;1362;0;1;100;9148;5317;1194;117;1616;1;1;30017;12041;21271;8806;-247;1;1
624;635;11;2014210;2014317;107;477;82;107;53536;96;132;36;1364;0;1;100;915;5947;1028;81;1341;1;1;26785;10414;20294;8972;-1232;9971;1
620;637;17;2020002;2020117;115;695;99;117;88065;111;141;30;1364;0;1;100;9091;6445;1478;125;1717;9829;1;2842;12305;20607;8522;-101;1;1
623;632;9;2030688;2030738;50;319;31;50;36546;101;133;32;1364;0;1;100;9135;2911;18;66;2903;1;1;25038;9542;1699;82;-105;7281;1
621;632;11;2036193;2036297;104;585;91;105;65860;99;133;34;1364;0;1;100;9106;4886;1058;81;1209;9905;1;27672;10414;2017;8942;-1205;9964;1
621;632;11;2046094;2046183;89;495;67;90;56735;99;143;44;1364;0;1;100;9106;4944;1236;81;1642;9889;1;26946;10414;19494;8764;-1046;9891;1
623;632;9;2056310;2056391;81;492;59;83;55666;101;133;32;1364;0;1;100;9135;3251;1111;66;1525;9759;1;2692;9542;19085;8889;-1161;9451;1
621;633;12;2076516;2076679;163;969;124;163;103558;92;141;49;1364;0;1;100;9106;5046;736;88;968;1;1;29863;10792;22122;9264;-1651;1;1
621;632;11;2086004;2086116;112;733;75;112;81625;98;127;29;1364;0;1;100;9106;405;982;81;1467;1;1;28651;10414;20492;9018;-13;998;1
621;633;12;2095554;2095693;139;975;107;141;121633;108;140;32;1364;0;1;100;9106;4155;863;88;1121;9858;1;2989;10792;2143;9137;-254;9999;1
620;631;11;2104786;2104879;93;706;56;93;77840;96;127;31;1364;0;1;100;9091;3099;1183;81;1964;1;1;28488;10414;19685;8817;-1386;9919;1
619;630;11;2113679;2113824;145;926;113;146;98616;92;126;34;1364;0;1;100;9076;4194;759;81;974;9931;1;29666;10414;21614;9241;-168;9998;1
619;630;11;2122174;2122284;110;653;90;110;71112;95;134;39;1366;0;1;100;9063;4603;1;81;1222;1;1;28149;10414;20414;9;-1492;9977;1
617;623;6;2163461;2163487;26;104;25;26;11941;106;127;21;1364;0;1;100;9047;3333;2308;44;24;1;1;2017;7782;1415;7692;-103;2739;1
618;625;7;2172852;2172874;22;105;16;23;12094;106;125;19;1366;0;1;100;9048;3182;3182;51;4375;9565;1;20212;8451;13424;6818;-1001;2712;1
616;622;6;2182058;2182079;21;82;14;21;9584;109;126;17;1366;0;1;100;9019;3492;2857;44;4286;1;1;19138;7782;13222;7143;-869;2359;1
615;622;7;2188217;2188232;15;57;13;15;6560;107;127;20;1366;0;1;100;9004;4571;4667;51;5385;1;1;17559;8451;11761;5333;-1009;2116;1
615;623;8;2197352;2197376;24;111;21;24;12919;106;127;21;1366;0;1;100;9004;4219;3333;59;381;1;1;20453;9031;13802;6667;-907;3241;1
614;622;8;2206544;2206572;28;161;18;28;18877;108;134;26;1364;0;1;100;9003;2813;2857;59;4444;1;1;22068;9031;14472;7143;-84;3725;1
614;622;8;2215716;2215730;14;68;13;14;7990;109;133;24;1364;0;1;100;9003;3929;5714;59;6154;1;1;18325;9031;11461;4286;-82;2195;1
616;622;6;2224908;2224928;20;87;15;20;10196;109;127;18;1364;0;1;100;9032;275;3;44;4;1;1;19395;7782;1301;7;-844;2288;1
612;622;10;2237084;2237099;15;87;15;15;10024;106;127;21;1364;0;1;100;8974;42;6667;73;6667;1;1;19395;1;11761;3333;-999;266;1
1108;1120;12;2497122;2497138;16;137;13;16;15672;85;133;48;1373;0;1;40;3685;2865;75;87;9231;1;1;21367;10792;12041;25;-1063;3241;1
333;342;9;764107;764213;106;525;16;106;57020;95;127;32;1353;0;1;70;4922;4497;849;66;5625;1;1;27202;9542;20253;9151;-1515;9872;1
1269;1296;27;374730;374925;195;2463;188;212;296673;42;143;101;1353;0;1;70;843;5322;1385;2;1436;9198;1;33915;14314;229;8615;-59;1;1
1109;1144;35;401768;401951;183;4298;188;189;515942;6;148;142;1353;0;1;70;3089;329;1913;259;1862;9682;1;36333;15441;22624;8087;-622;1;1
1293;1316;23;600561;600841;280;2643;170;285;271889;44;125;81;1353;0;1;70;547;5896;821;17;1353;9825;1;34221;13617;24472;9179;-1963;1;1
1252;1264;12;1229599;1229628;29;269;22;29;26745;71;125;54;1353;0;1;70;1316;227;4138;89;5454;1;1;24297;10792;14624;5862;-2233;5757;1
1051;1064;13;1314158;1314195;37;375;25;37;38401;48;134;86;1353;0;1;70;4272;2204;3514;96;52;1;1;2574;11139;15682;6486;-2;767;1
317;322;5;166852;166856;4;15;5;4;1826;110;135;25;1694;1;0;143;3743;25;8;3;1;1;0;11761;699;6021;-2;-49;1322;1
39;208;169;2410802;2410860;58;5632;286;141;591111;45;125;80;1356;0;1;40;575;4254;3432;1246;5909;4114;0;37507;22279;17634;-6568;-18;1;1
41;212;171;2609514;2609580;66;5951;302;136;617708;38;124;86;1356;0;1;40;605;4727;386;1261;5662;4853;0;37746;2233;18195;-614;-1891;1;1
1611;1619;8;1671950;1671963;13;69;10;14;5361;63;93;30;1656;1;0;80;447;3365;6154;48;8;9286;1;18389;9031;11139;3846;-393;2105;1
1616;1625;9;1725137;1725163;26;138;23;26;8720;48;84;36;1656;1;0;80;374;4103;3462;54;3913;1;1;21399;9542;1415;6539;-5063;3882;1
1613;1622;9;1752541;1752560;19;116;17;19;9105;65;94;29;1658;1;0;80;434;3216;4737;54;5294;1;1;20645;9542;12787;5263;-3868;2942;1
1603;1613;10;1995544;1995586;42;308;25;42;22991;55;94;39;1656;1;0;80;519;2667;2381;6;4;1;1;24885;1;16233;7619;-4168;6868;1
1576;1587;11;2063540;2063558;18;116;17;18;9110;64;94;30;1658;1;0;80;856;4141;6111;66;6471;1;1;20645;10414;12553;3889;-3864;3329;1
662;670;8;266284;266316;32;152;25;32;17101;101;125;24;1630;0;1;120;8123;4063;25;49;32;1;1;21818;9031;15051;75;-121;4235;1
556;564;8;1146657;1146672;15;108;12;15;11491;87;126;39;1626;0;1;120;6839;1;5333;49;6667;1;1;20334;9031;11761;4667;-1688;2288;1
1053;1064;11;701399;701451;52;352;41;53;39648;92;141;49;1360;0;1;175;4353;3846;2115;81;2683;9811;1;25465;10414;1716;7885;-12;8579;1
550;558;8;1154994;1155025;31;190;22;31;21326;95;133;38;1362;0;1;175;8076;2339;2581;59;3636;1;1;22787;9031;14914;7419;-1231;4106;1
775;783;8;1370789;1370812;23;111;16;23;13374;110;134;24;1358;0;1;40;8468;3967;3478;59;5;1;1;20453;9031;13617;6522;-587;3125;1
100;116;16;1002562;1002587;25;211;26;28;23894;102;134;32;1374;0;1;40;1456;4725;64;116;6154;8929;1;23243;12041;13979;36;-1153;6574;1
76;111;35;1012529;1012905;376;6652;359;392;716869;4;140;136;1374;0;1;40;1106;4945;931;255;975;9592;1;38229;15441;25752;9069;-1581;1;1
0;13;13;159043;159085;42;253;36;46;35308;127;151;24;1687;0;1;200;0;5366;3095;77;3611;913;1;24031;11139;16233;6905;903;8355;1
1;18;17;117422;117551;129;1125;63;131;140521;101;151;50;1687;0;1;200;12;487;1318;101;2698;9847;1;30512;12305;21106;8682;-242;1;1
2;11;9;130760;130780;20;110;12;20;10340;71;116;45;1687;0;1;200;24;3889;45;53;75;1;1;20414;9542;1301;55;-2656;3068;1
9;18;9;143523;143544;21;125;14;21;13987;97;141;44;1687;0;1;200;107;3386;4286;53;6429;1;1;20969;9542;13222;5714;-1258;3197;1
14;24;10;149048;149070;22;150;12;22;17566;99;140;41;1687;0;1;200;166;3182;4545;59;8333;1;1;21761;1;13424;5454;-851;3663;1
6;17;11;363701;363718;17;140;11;17;14533;76;125;49;1687;0;1;200;71;2513;6471;65;1;1;1;21461;10414;12305;3529;-189;3168;1
7;19;12;375592;375611;19;199;12;19;20323;74;127;53;1687;0;1;200;83;1272;6316;71;1;1;1;22989;10792;12787;3684;-2021;3787;1
9;18;9;379740;379759;19;110;11;19;12881;99;133;34;1687;0;1;200;107;3567;4737;53;8182;1;1;20414;9542;12787;5263;-852;2942;1
6;14;8;393457;393488;31;196;11;31;22532;97;134;37;1687;0;1;200;71;2097;2581;47;7273;1;1;22923;9031;14914;7419;-1019;4106;1
6;17;11;402394;402418;24;145;13;24;17419;111;135;24;1687;0;1;200;71;4508;4583;65;8461;1;1;21614;10414;13802;5417;-615;4366;1
4;13;9;409986;410023;37;213;17;37;24476;96;134;38;1687;0;1;200;47;3604;2432;53;5294;1;1;23284;9542;15682;7568;-1023;5511;1
2;10;8;421204;421233;29;161;13;29;18711;103;133;30;1687;0;1;200;24;306;2759;47;6154;1;1;22068;9031;14624;7241;-921;385;1
0;12;12;430948;430980;32;304;18;32;34142;90;133;43;1687;0;1;200;0;2083;375;71;6667;1;1;24829;10792;15051;625;-1226;633;1
0;11;11;444148;444169;21;161;12;21;18047;96;133;37;1687;0;1;200;0;303;5238;65;9167;1;1;22068;10414;13222;4762;-1243;3834;1
2;8;6;448681;448720;39;137;18;39;18013;121;143;22;1687;0;1;200;24;4145;1539;36;3333;1;1;21367;7782;15911;8461;272;3882;1
4;12;8;455227;455253;26;125;15;26;14353;102;126;24;1687;0;1;200;47;399;3077;47;5333;1;1;20969;9031;1415;6923;-1029;3479;1
0;8;8;464503;464538;35;189;18;35;21380;99;127;28;1687;0;1;200;0;325;2286;47;4444;1;1;22765;9031;15441;7714;-1162;463;1
28;36;8;3213793;3213815;22;124;16;22;14618;97;141;44;1658;1;0;100;338;2955;3636;48;5;1;1;20934;9031;13424;6364;-79;3012;1
25;33;8;3277804;3277821;17;91;15;17;10957;105;141;36;1658;1;0;100;302;3309;4706;48;5333;1;1;1959;9031;12305;5294;-593;2482;1
1343;1351;8;46714;46725;11;56;11;11;5729;90;117;27;1362;1;0;70;161;3636;7273;59;7273;1;1;17482;9031;10414;2727;-2007;1934;1
0;4;4;224005;224035;30;83;18;31;7446;71;108;37;1360;1;0;70;0;3083;1333;29;2222;9677;1;19191;6021;14771;8667;-2991;2288;1
2;10;8;1798872;1798895;23;131;16;23;12909;81;117;36;1698;0;1;90;24;288;3478;47;5;1;1;21173;9031;13617;6522;-2301;3125;1
1273;1283;10;167280;167335;55;313;33;58;29386;86;103;17;1353;0;1;185;1035;4309;1818;74;303;9483;1;24955;1;17404;8182;-2665;8391;1
25;34;9;281358;281513;155;891;36;155;76438;70;103;33;1353;0;1;185;369;3613;581;66;25;1;1;29499;9542;21903;9419;-3298;9993;1
1206;1214;8;308931;308956;25;134;12;25;14838;100;119;19;1353;0;1;185;2055;33;32;59;6667;1;1;21271;9031;13979;68;-1349;3359;1
71;79;8;471955;472005;50;230;22;50;23697;93;118;25;1353;0;1;185;105;425;16;59;3636;1;1;23617;9031;1699;84;-1951;6574;1
1144;1158;14;113260;113277;17;120;26;17;15146;117;140;23;1372;0;1;40;3119;4958;8235;102;5385;1;1;20792;11461;12305;1765;-139;3945;1
804;817;13;151240;151265;25;133;32;25;16759;114;134;20;1372;0;1;40;809;5908;52;95;4063;1;1;21239;11139;13979;48;-156;5378;1
845;857;12;189673;189695;22;103;25;26;13299;122;142;20;1372;0;1;40;7507;6098;5454;88;48;8461;1;20128;10792;13424;4545;87;4366;1
798;808;10;225718;225742;24;170;23;24;21545;118;141;23;1370;0;1;40;8204;2917;4167;73;4348;1;1;22304;1;13802;5833;-99;3977;1
1090;1103;13;255155;255186;31;168;37;33;21640;119;143;24;1374;0;1;40;3945;5831;4193;95;3514;9394;1;22253;11139;14914;5806;63;6619;1
806;828;22;300303;300316;13;125;35;18;16258;118;140;22;1372;0;1;40;793;5629;5909;16;6286;7222;0;20969;13424;11139;-4091;161;4729;1
963;974;11;657468;657502;34;201;38;35;26197;123;141;18;1372;0;1;40;5802;4626;3235;8;2895;9714;1;23032;10414;15315;6765;182;6173;1
387;396;9;695980;696006;26;169;25;26;17587;96;118;22;1372;0;1;40;5641;2778;3462;66;36;1;1;22279;9542;1415;6539;-187;3882;1
973;989;16;707576;707600;24;150;47;28;19311;120;141;21;1374;0;1;40;5604;6094;6667;116;3404;8571;1;21761;12041;13802;3333;58;633;1
1020;1034;14;720705;720720;15;103;24;17;13577;125;142;17;1372;0;1;40;4927;5095;9333;102;5833;8824;1;20128;11461;11761;667;298;3509;1
